% wavenumber (cm^-1), n, k

2.32809130e04, 1.346066, 1.08840400e-09 
2.3550493e04, 1.346636, 1.16893440e-09 
2.38231950e04, 1.347219, 1.25831720e-09 
2.40990540e04, 1.347811, 1.33902950e-09 
2.43781080e04, 1.348417, 1.42164170e-09 
2.47172410e04, 1.349159, 1.48864160e-09 
2.50034540e04, 1.349793, 1.5804841e-09 
2.52929800e04, 1.350438, 1.6626091e-09 
2.56448400e04, 1.351231, 1.76112480e-09 
2.60015960e04, 1.352046, 1.83988270e-09 
2.63026800e04, 1.352740, 1.93994820e-09 
2.66685870e04, 1.353594, 2.03137520e-09 
2.70395840e04, 1.354470, 2.11733730e-09 
2.74157420e04, 1.355370, 2.21712480e-09 
2.77971330e04, 1.356295, 2.31627510e-09 
2.81838290e04, 1.357247, 2.41985950e-09 
2.8575905e04, 1.358224, 2.52807610e-09 
2.89734360e04, 1.359231, 2.65332310e-09 
2.9444216e04, 1.360441, 2.76560490e-09 
2.9353826e04, 1.361513, 2.88263820e-09 
3.02691340e04, 1.362616, 2.98394040e-09 
3.0760968e04, 1.363990, 3.08169850e-09 
3.1260794e04, 1.365376, 3.18999600e-09 
3.17687410e04, 1.366312, 3.32498850e-09 
3.2284941e04, 1.368287, 3.5464198e-09 
3.28095290e04, 1.369839, 3.82639800e-09 
3.33426410e04, 1.371437, 4.14753580e-09 
3.38844160e04, 1.373098, 4.40342030e-09 
3.45143740e04, 1.375086, 4.7950169e-09 
3.50751870e04, 1.376902, 5.40493090e-09 
3.5727284e04, 1.379072, 5.79148730e-09 
3.63915040e04, 1.381341, 6.29202070e-09 
3.70680720e04, 1.383726, 6.85157070e-09 
3.77572190e04, 1.386239, 7.44372200e-09 
3.84591780e04, 1.388881, 7.99447860e-09 
3.9174188e04, 1.391674, 8.6057781e-09 
3.9994475e04, 1.394993, 9.3065806e-09 
4.0831939e04, 1.398535, 9.9035328e-09 
4.1686933e04, 1.402321, 1.04903540e-08 
4.2559841e04, 1.406358, 1.0710017e-08 
4.3451022e04, 1.410702, 1.10100720e-08 
4.44631270e04, 1.415921, 1.15821760e-08 
4.54938060e04, 1.421603, 1.26996030e-08 
4.6558609e04, 1.427828, 1.99889570e-08 
4.76430990e04, 1.434685, 3.84405990e-08 
4.87528490e04, 1.442296, 6.71104490e-08 
5.00034530e04, 1.451724, 1.10100720e-07 
