% wavenumber (cm^-1), n, k

1.00000000e04, 1.321695, 2.99978510e-06 
1.0046153e04, 1.321780, 3.13105100e-06 
1.00925290e04, 1.321866, 3.25304550e-06 
1.01624870e04, 1.321994, 3.3364924e-06 
1.02093950e04, 1.322080, 3.41314230e-06 
1.02565190e04, 1.322165, 3.4800873e-06 
1.03038610e04, 1.322249, 3.50179040e-06 
1.03514220e04, 1.322333, 3.4640978e-06 
1.0423174e04, 1.322462, 3.3580731e-06 
1.04712850e04, 1.322546, 3.18999600e-06 
1.05196190e04, 1.322630, 2.9321767e-06 
1.05925370e04, 1.322757, 2.55734980e-06 
1.06414300e04, 1.322842, 2.16915280e-06 
1.06905490e04, 1.322926, 1.77088410e-06 
1.07646520e04, 1.323054, 1.3683273e-06 
1.0814340e04, 1.323138, 1.05971760e-06 
1.08642560e04, 1.323222, 8.3040536e-07 
1.0939564e04, 1.323351, 6.6956099e-07 
1.0990058e04, 1.323434, 5.6988883e-07 
1.1040786e04, 1.323520, 5.1497974e-07 
1.1117317e04, 1.323648, 4.8617222e-07 
1.1168632e04, 1.323732, 4.6215765e-07 
1.1246050e04, 1.323859, 4.40342030e-07 
1.1297959e04, 1.323946, 4.23438310e-07 
1.1376273e04, 1.324074, 4.0531264e-07 
1.1428783e04, 1.324159, 3.90652080e-07 
1.1481536e04, 1.324244, 3.74791350e-07 
1.15611220e04, 1.324373, 3.5464198e-07 
1.16412600e04, 1.324502, 3.34803620e-07 
1.1694994e04, 1.324590, 3.15348050e-07 
1.1776060e04, 1.324718, 2.92947730e-07 
1.18304160e04, 1.324805, 2.69023450e-07 
1.19124200e04, 1.324937, 2.45917900e-07 
1.19674050e04, 1.325025, 2.24279790e-07 
1.2050359e04, 1.325157, 2.0407516e-07 
1.21338890e04, 1.325290, 1.31382180e-07 
1.21898960e04, 1.325379, 1.62102660e-07 
1.2274392e04, 1.325512, 1.4480720e-07 
1.23594740e04, 1.325643, 1.32981170e-07 
1.24165230e04, 1.325739, 1.26996030e-07 
1.2502590e04, 1.325374, 1.24965500e-07 
1.25892540e04, 1.326012, 1.2583172e-07 
1.2647363e04, 1.326104, 1.28171110e-07 
1.27350310e04, 1.326244, 1.33902950e-07 
1.2823306e04, 1.326382, 1.40860800e-07 
1.2912193e04, 1.326524, 1.47839380e-07 
1.30016960e04, 1.326667, 1.52632810e-07 
1.3061709e04, 1.326764, 1.56960420e-07 
1.3152248e04, 1.326909, 1.58048410e-07 
1.32434150e04, 1.327055, 1.58048410e-07 
1.33352140e04, 1.327201, 1.55879910e-07 
1.3427650e04, 1.327350, 1.53034780e-07 
1.35207260e04, 1.327502, 1.45810950e-07 
1.3614447e04, 1.327652, 1.3483112e-07 
1.37088180e04, 1.327808, 1.15024440e-07 
1.38038430e04, 1.327963, 9.1367164e-08 
1.38995260e04, 1.328120, 7.2910511e-08 
1.3995873e04, 1.328279, 5.99501320e-08 
1.4092888e04, 1.328440, 4.9979297e-08 
1.4190575e04, 1.328603, 4.10005940e-08 
1.42889400e04, 1.328769, 3.3480362e-08 
1.43879860e04, 1.328938, 2.9633991e-08 
1.4487719e04, 1.329106, 2.65332310e-08 
1.45881430e04, 1.329278, 2.4705301e-08 
1.4689263e04, 1.329452, 2.30033000e-08 
1.48251810e04, 1.329690, 2.17665770e-08 
1.4927944e04, 1.329869, 2.09792590e-08 
1.50314200e04, 1.330052, 2.0313752e-08 
1.5135612e04, 1.330238, 1.9399482e-08 
1.5275661e04, 1.330490, 1.7774203e-08 
1.53815460e04, 1.330683, 1.6741337e-08 
1.54381660e04, 1.330877, 1.6061649e-08 
1.56314760e04, 1.331144, 1.5696042e-08 
1.57398290e04, 1.331345, 1.5516371e-08 
1.58854670e04, 1.331619, 1.5024158e-08 
1.59955800e04, 1.331826, 1.4716012e-08 
1.61435860e04, 1.332106, 1.3989112e-08 
1.62554880e04, 1.332317, 1.3298117e-08 
1.6405898e04, 1.332598, 1.23819810e-08 
1.6519618e04, 1.332813, 1.13185330e-08 
1.6672472e04, 1.333100, 9.63363400e-09 
1.6788040e04, 1.333316, 7.72307310e-09 
1.6943378e04, 1.333609, 6.3648789e-09 
1.7100153e04, 1.333902, 5.2214382e-09 
1.7258379e04, 1.334200, 4.43394340e-09 
1.73780080e04, 1.334425, 3.8440599e-09 
1.7538805e04, 1.334729, 3.4339198e-09 
1.77010900e04, 1.335035, 3.13177200e-09 
1.78648760e04, 1.335344, 2.86939370e-09 
1.80301770e04, 1.335656, 2.6594397e-09 
1.81970090e04, 1.335972, 2.44225010e-09 
1.83653830e04, 1.336292, 2.2687683e-09 
1.85353160e04, 1.336615, 2.0979259e-09 
1.87068210e04, 1.336943, 1.8870793e-09 
1.88799130e04, 1.337273, 1.7570744e-09 
1.90546070e04, 1.337607, 1.6397972e-09 
1.92309170e04, 1.337944, 1.56960420e-09 
1.94088590e04, 1.338288, 1.46147080e-09 
1.95884470e04, 1.338635, 1.26703950e-09 
1.98152700e04, 1.339073, 1.0784255e-09 
1.99986190e04, 1.339430, 9.24251460e-10 
2.0183664e04, 1.339791, 7.84856290e-10 
2.04173790e04, 1.340248, 7.34159030e-10 
2.06062990e04, 1.340620, 7.15797440e-10 
2.08449090e04, 1.341093, 7.09234970e-10 
2.10377840e04, 1.341475, 7.01116430e-10 
2.1281390e04, 1.341961, 7.29105110e-10 
2.15278170e04, 1.342455, 7.49531940e-10 
2.1727012e04, 1.342858, 7.5995897e-10 
2.19785990e04, 1.343368, 7.79453380e-10 
2.22330990e04, 1.343889, 8.08705030e-10 
2.2490546e04, 1.344418, 8.68540640e-10 
2.2750974e04, 1.344956, 9.39269330e-10 
2.3014418e04, 1.345505, 1.01809930e-09 
